i,RegionName,State,Metro,CountyName,SizeRank,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
24720,Fletcher,OH,Dayton,Miami County,12451,67466.66667,66472.72727,74316.66667,81558.33333,81316.66667,81558.33333,81350,83233.33333,88075,90200,90591.66667,89908.33333,86900,81316.66667,78216.66667,75141.66667,74941.66667,73300,72225,73658.33333,70763.63636,76716.66667,89008.33333,92237.5
49285,Jackson,NH,,Carroll County,12452,105944.4444,101645.4545,108166.6667,121483.3333,142766.6667,166825,184775,204658.3333,229758.3333,289883.3333,291433.3333,276991.6667,249733.3333,232966.6667,246091.6667,238966.6667,243216.6667,252116.6667,247291.6667,272166.6667,298236.3636,295558.3333,315583.3333,337875
398258,Bridgeton,PA,Philadelphia-Camden-Wilmington,Bucks County,12453,153322.2222,155309.0909,159633.3333,169166.6667,183600,209500,249258.3333,272191.6667,315691.6667,355741.6667,360675,362950,330483.3333,300733.3333,284591.6667,272700,256666.6667,280766.6667,283041.6667,276100,267018.1818,301108.3333,323266.6667,329812.5
11356,Euharlee,GA,Atlanta-Sandy Springs-Roswell,Bartow County,12454,0,0,0,0,0,0,0,162650,132783.3333,125616.6667,132025,132883.3333,126416.6667,111975,108091.6667,87075,87933.33333,102216.6667,110250,120916.6667,127709.0909,136008.3333,149666.6667,162875
43861,Allons,TN,Cookeville,Overton County,12455,25600,30427.27273,39325,46183.33333,48266.66667,49316.66667,50816.66667,55283.33333,60050,63125,70108.33333,75325,77783.33333,79541.66667,77133.33333,71125,72141.66667,76633.33333,76308.33333,76850,80418.18182,89691.66667,106300,110475
30452,Beverly Hills,TX,Waco,McLennan County,12456,48566.66667,51572.72727,54300,57450,59683.33333,60225,60983.33333,63950,66333.33333,66083.33333,64916.66667,66450,63858.33333,59516.66667,60633.33333,58958.33333,60958.33333,63191.66667,61166.66667,65275,71645.45455,79333.33333,82691.66667,92100
53765,Overton,NE,Lexington,Dawson County,12457,49055.55556,52263.63636,56583.33333,63066.66667,69116.66667,71483.33333,71775,74500,77733.33333,81525,80841.66667,80241.66667,70808.33333,62441.66667,67775,72191.66667,76383.33333,76950,81566.66667,91200,94463.63636,103766.6667,117200,125712.5
195854,Lakeland,NY,Syracuse,Onondaga County,12458,75977.77778,76927.27273,76933.33333,75775,77291.66667,82266.66667,86483.33333,90083.33333,95508.33333,109516.6667,116791.6667,121066.6667,118250,114083.3333,114500,111691.6667,112291.6667,113391.6667,115266.6667,113750,119536.3636,126158.3333,129866.6667,132800
27404,Theresa,WI,Beaver Dam,Dodge County,12459,107577.7778,105345.4545,108725,115983.3333,120800,123666.6667,133891.6667,141391.6667,147625,162733.3333,165475,162425,162483.3333,153025,147150,140500,141183.3333,142925,147750,149891.6667,156618.1818,158816.6667,174141.6667,178200
51413,Cissna Park,IL,,Iroquois County,12460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84666.66667,80866.66667,82575,82725,87650,86983.33333,88500,89691.66667,92683.33333,95650
54187,Rockaway Beach,OR,,Tillamook County,12461,113444.4444,119218.1818,124833.3333,129525,134500,139691.6667,144383.3333,140533.3333,154450,205708.3333,258925,290133.3333,268216.6667,242375,227183.3333,206550,201808.3333,208133.3333,214975,228941.6667,238590.9091,245775,260983.3333,288600
20509,Sioux Rapids,IA,Storm Lake,Buena Vista County,12462,0,0,0,0,0,0,0,0,0,51816.66667,48808.33333,51000,55641.66667,54075,54216.66667,51841.66667,54616.66667,56358.33333,59558.33333,63758.33333,70263.63636,72475,80075,80362.5
46705,New Boston,OH,Portsmouth,Scioto County,12463,0,0,0,0,0,0,0,0,0,0,35933.33333,30200,29666.66667,30108.33333,33075,24158.33333,25900,26950,27941.66667,28608.33333,29636.36364,31058.33333,34583.33333,36275
41551,Wamego,KS,Manhattan,Pottawatomie County,12464,76066.66667,82445.45455,90366.66667,96483.33333,100216.6667,103891.6667,108866.6667,113558.3333,117425,119850,122941.6667,128933.3333,130583.3333,129850,131241.6667,130891.6667,134050,132616.6667,134850,139575,147054.5455,153700,160100,168150
33455,Pleasant Gap,PA,State College,Centre County,12465,39455.55556,48154.54545,61516.66667,74425,91516.66667,99191.66667,90808.33333,91850,124983.3333,137341.6667,140991.6667,136616.6667,145358.3333,147975,152091.6667,144633.3333,149875,154308.3333,158508.3333,157308.3333,161590.9091,172725,181083.3333,187162.5
272644,Sandyston,NJ,New York-Newark-Jersey City,Sussex County,12466,112477.7778,116963.6364,121716.6667,127850,134066.6667,141900,153583.3333,179983.3333,213958.3333,256833.3333,266258.3333,269750,252308.3333,188316.6667,197433.3333,179766.6667,170983.3333,172125,190800,192750,177190.9091,183216.6667,202808.3333,222137.5
55436,Delavan,IL,Peoria,Tazewell County,12467,49333.33333,53618.18182,56850,64650,81266.66667,94158.33333,96108.33333,82841.66667,81175,87791.66667,86816.66667,88041.66667,88275,80491.66667,83491.66667,83108.33333,85566.66667,76416.66667,75333.33333,86066.66667,89127.27273,86058.33333,83258.33333,87275
20633,Star Prairie,WI,,Polk County,12468,115233.3333,117581.8182,120550,131333.3333,140833.3333,145825,158625,165616.6667,170666.6667,168350,178700,177850,167983.3333,152183.3333,150308.3333,145491.6667,139058.3333,147450,152208.3333,157383.3333,168681.8182,185491.6667,205491.6667,204075
29645,Ghent,WV,Beckley,Raleigh County,12469,87988.88889,89963.63636,89533.33333,91200,99966.66667,108416.6667,116616.6667,124816.6667,134233.3333,155791.6667,178266.6667,182383.3333,183150,175225,181983.3333,184016.6667,183383.3333,182300,182850,185941.6667,183900,181458.3333,186066.6667,199212.5
35140,Bratenahl,OH,Cleveland-Elyria,Cuyahoga County,12470,160333.3333,160518.1818,164108.3333,175466.6667,192516.6667,210441.6667,218333.3333,227208.3333,222333.3333,222483.3333,224008.3333,215541.6667,220266.6667,181208.3333,178800,172200,168341.6667,180633.3333,180333.3333,187516.6667,208472.7273,232516.6667,248841.6667,245275
42898,Port Dickinson,NY,Binghamton,Broome County,12471,58822.22222,56009.09091,53450,55658.33333,59150,61308.33333,61441.66667,62541.66667,71566.66667,76808.33333,78983.33333,84216.66667,86375,85483.33333,91166.66667,90633.33333,90516.66667,89525,84708.33333,79783.33333,80136.36364,83400,93983.33333,97387.5
13098,Olga,WA,,San Juan County,12472,199544.4444,211827.2727,226825,240525,254625,265925,276091.6667,296316.6667,357333.3333,445083.3333,534833.3333,578716.6667,550675,505233.3333,453933.3333,453108.3333,444716.6667,439358.3333,456266.6667,474516.6667,520509.0909,547750,590858.3333,618237.5
36919,Petersham,MA,Worcester,Worcester County,12473,114966.6667,118172.7273,125641.6667,135008.3333,153508.3333,175125,184508.3333,200683.3333,227941.6667,250133.3333,248683.3333,252025,238566.6667,217350,209508.3333,197008.3333,188450,193266.6667,214200,212966.6667,228427.2727,244750,260741.6667,271450
42023,Buchanan Dam,TX,,Llano County,12474,95888.88889,96445.45455,98608.33333,102133.3333,105216.6667,107350,109791.6667,112925,119608.3333,112183.3333,134400,147100,151850,151741.6667,149158.3333,147716.6667,146875,152033.3333,161483.3333,170016.6667,182854.5455,193258.3333,201733.3333,209100
45161,Empire,MI,Traverse City,Leelanau County,12475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193109.0909,207441.6667,234116.6667,241887.5
36001,McCaysville,GA,,Fannin County,12476,28611.11111,35418.18182,47891.66667,58600,63008.33333,66458.33333,65925,66816.66667,77450,95566.66667,110500,115383.3333,106850,98858.33333,91200,83716.66667,81725,84666.66667,89383.33333,93808.33333,95054.54545,105166.6667,121958.3333,132600
5781,Mankato,KS,,Jewell County,12477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52910,48816.66667,48350,48741.66667,48241.66667,48041.66667,46481.81818,47483.33333,46950,46962.5
40675,Sabula,IA,,Jackson County,12478,59577.77778,65736.36364,70258.33333,71208.33333,73841.66667,81008.33333,87608.33333,90433.33333,89575,80575,83933.33333,87691.66667,86141.66667,85883.33333,96408.33333,86925,97033.33333,98966.66667,99691.66667,113975,119463.6364,113133.3333,115066.6667,131037.5
396750,North Ballston Spa,NY,Albany-Schenectady-Troy,Saratoga County,12479,87566.66667,85945.45455,86075,87825,90416.66667,97141.66667,109450,122975,139091.6667,164466.6667,177483.3333,182016.6667,175691.6667,177200,176341.6667,170958.3333,175683.3333,177166.6667,176350,184216.6667,194536.3636,203708.3333,212666.6667,209875
15672,Mascotte,FL,Orlando-Kissimmee-Sanford,Lake County,12480,68322.22222,66872.72727,69100,74100,78533.33333,84183.33333,90308.33333,96033.33333,109266.6667,145450,183333.3333,174416.6667,137675,94541.66667,77008.33333,67391.66667,64200,75916.66667,84733.33333,97191.66667,117263.6364,132083.3333,153341.6667,168087.5
16833,Atlantic Beach,NC,Morehead City,Carteret County,12481,101322.2222,115254.5455,145858.3333,156250,162108.3333,166125,170075,180841.6667,215466.6667,312483.3333,400733.3333,390033.3333,331441.6667,308241.6667,292083.3333,263775,245391.6667,207216.6667,215133.3333,227675,250009.0909,273700,270883.3333,278637.5
46104,Lake George,CO,Denver-Aurora-Lakewood,Park County,12482,77588.88889,89000,102608.3333,117700,131958.3333,141850,152633.3333,165816.6667,170058.3333,176225,184275,189016.6667,183833.3333,178566.6667,177491.6667,164608.3333,168175,176266.6667,189316.6667,207100,225381.8182,254691.6667,276341.6667,296925
32386,Lake Leelanau,MI,Traverse City,Leelanau County,12483,0,0,0,0,0,0,0,0,294483.3333,267508.3333,282750,296850,277208.3333,256800,281800,281558.3333,253216.6667,289225,295166.6667,309600,338618.1818,357816.6667,392775,403575
9525,West Stockbridge,MA,Pittsfield,Berkshire County,12484,148677.7778,155618.1818,165625,184366.6667,208600,229433.3333,251450,293241.6667,355608.3333,367383.3333,380083.3333,384125,358808.3333,330241.6667,315658.3333,315250,314658.3333,315141.6667,315050,322950,337563.6364,346700,365383.3333,372837.5
13347,Point Lookout,NY,New York-Newark-Jersey City,Nassau County,12485,262088.8889,269172.7273,286466.6667,315883.3333,362900,421450,493400,574666.6667,715525,775125,774425,745175,664383.3333,626850,629975,629741.6667,592266.6667,564091.6667,609833.3333,612033.3333,634618.1818,708366.6667,772583.3333,786962.5
25887,Milaca,MN,Minneapolis-St. Paul-Bloomington,Mille Lacs County,12486,63288.88889,61800,62541.66667,67600,79100,97125,114391.6667,122666.6667,126650,134541.6667,139975,134800,126308.3333,100675,97708.33333,98241.66667,101700,105300,108841.6667,109250,111100,117483.3333,127233.3333,131487.5
397831,Wayne,PA,Harrisburg-Carlisle,Dauphin County,12487,97422.22222,101309.0909,106950,108483.3333,114375,127675,139533.3333,136216.6667,140458.3333,164183.3333,183958.3333,187583.3333,185841.6667,180983.3333,170533.3333,164583.3333,171050,173008.3333,177125,166925,184381.8182,192108.3333,214775,211525
42032,Clinton,OH,Akron,Summit County,12488,72766.66667,76481.81818,81725,87308.33333,90475,92758.33333,95900,98133.33333,112458.3333,120850,111408.3333,106941.6667,99941.66667,95733.33333,88766.66667,87558.33333,83416.66667,90175,88683.33333,96058.33333,93745.45455,113466.6667,143833.3333,134112.5
106862,Smoke Rise,AL,Birmingham-Hoover,Blount County,12489,104133.3333,114509.0909,123908.3333,124575,127233.3333,133016.6667,139258.3333,145133.3333,147725,160666.6667,172766.6667,179550,175708.3333,170958.3333,143375,141400,154625,150991.6667,149050,154183.3333,159581.8182,166125,175591.6667,190587.5
398955,Mt Holly,VT,Rutland,Rutland County,12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173400,167775,170766.6667,172783.3333,177308.3333,184108.3333,189027.2727,195041.6667,203558.3333,218575
40559,Richmond,NH,Keene,Cheshire County,12491,94177.77778,93300,99866.66667,108325,116216.6667,126241.6667,142558.3333,162450,181591.6667,202983.3333,208275,208491.6667,196600,179716.6667,174566.6667,166983.3333,167933.3333,165558.3333,172791.6667,173200,174609.0909,182316.6667,197125,208137.5
23225,Orlinda,TN,Nashville-Davidson--Murfreesboro--Franklin,Robertson County,12492,50822.22222,52772.72727,60850,67475,73908.33333,78250,82733.33333,98050,102508.3333,117450,118675,129708.3333,127858.3333,119300,117375,113408.3333,111716.6667,123191.6667,132450,132050,155363.6364,173575,188408.3333,201750
53445,Mount Wolf,PA,York-Hanover,York County,12493,76455.55556,77590.90909,80000,82808.33333,84300,87350,89816.66667,91058.33333,98708.33333,113516.6667,127283.3333,131716.6667,130891.6667,127400,125391.6667,117991.6667,113200,118150,118950,120508.3333,117281.8182,131141.6667,133850,137712.5
396177,Wilson-Conococheague,MD,Hagerstown-Martinsburg,Washington County,12494,78166.66667,73054.54545,70908.33333,72941.66667,75408.33333,77450,82766.66667,108108.3333,140625,173941.6667,199416.6667,194675,169358.3333,156308.3333,140475,136550,135600,129300,133333.3333,137991.6667,138236.3636,147500,159725,164875
55465,Cross Lake,MN,Brainerd,Crow Wing County,12495,76377.77778,82281.81818,92691.66667,105658.3333,117950,132608.3333,151466.6667,180075,208941.6667,190250,205266.6667,240383.3333,263750,249850,209666.6667,180341.6667,182083.3333,214858.3333,230625,243316.6667,261463.6364,282075,297966.6667,301062.5
3515,Baldwinville,MA,Worcester,Worcester County,12496,84155.55556,86136.36364,90725,99658.33333,113466.6667,132075,149833.3333,165516.6667,181283.3333,202458.3333,206483.3333,199583.3333,180641.6667,163325,158383.3333,141483.3333,133533.3333,133766.6667,148133.3333,149350,157018.1818,171325,181433.3333,184550
16176,Russells Point,OH,Bellefontaine,Logan County,12497,53055.55556,51790.90909,50566.66667,50191.66667,51750,55366.66667,59008.33333,68625,77650,68950,75283.33333,65458.33333,68566.66667,66600,64758.33333,63625,63216.66667,65925,69800,67108.33333,68727.27273,71825,78566.66667,84412.5
53321,Milford,NJ,New York-Newark-Jersey City,Hunterdon County,12498,137488.8889,137918.1818,138783.3333,145058.3333,157058.3333,172558.3333,192441.6667,217558.3333,258116.6667,292158.3333,303991.6667,291900,277000,253183.3333,239508.3333,211633.3333,189625,196683.3333,209033.3333,210683.3333,209390.9091,207525,230033.3333,239937.5
40978,South Hutchinson,KS,Hutchinson,Reno County,12499,51722.22222,55454.54545,61383.33333,66316.66667,70325,73508.33333,73600,73150,77616.66667,83091.66667,79600,70733.33333,70108.33333,68250,69325,70041.66667,74341.66667,73883.33333,73550,79608.33333,87027.27273,92575,92875,95100
4429,Duboistown,PA,Williamsport,Lycoming County,12500,61266.66667,64218.18182,69058.33333,73283.33333,76900,80800,86166.66667,91425,87950,93066.66667,95475,94575,98083.33333,102816.6667,106991.6667,111025,114391.6667,127441.6667,118066.6667,118950,120418.1818,125166.6667,129825,133375
4501,Easton,ME,,Aroostook County,12501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94100,75283.33333,76833.33333,94500,103550,113563.6364,116516.6667,112250,111187.5
21072,Vickery,OH,Fremont,Sandusky County,12502,47455.55556,55218.18182,64375,71208.33333,74800,75875,72091.66667,61450,58400,57425,58208.33333,55675,56866.66667,67866.66667,68433.33333,67200,73250,80508.33333,79016.66667,78725,80572.72727,83141.66667,92241.66667,93387.5
35818,Ossian,IA,,Winneshiek County,12503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123400,125658.3333,131258.3333,139763.6364,141900,141083.3333,155925
9280,Sapphire,NC,Cullowhee,Jackson County,12504,104666.6667,111681.8182,118258.3333,128566.6667,140733.3333,152725,164075,173625,194833.3333,256600,313350,331208.3333,318466.6667,275833.3333,255908.3333,239366.6667,229600,231400,236466.6667,242466.6667,242045.4545,243625,255158.3333,275012.5
55852,Goshen,MA,Springfield,Hampshire County,12505,94155.55556,95427.27273,102391.6667,115216.6667,127583.3333,129891.6667,136950,160100,172450,205166.6667,226283.3333,212475,209025,216725,217016.6667,212933.3333,210458.3333,206841.6667,204741.6667,213358.3333,201918.1818,214066.6667,237808.3333,245687.5
41567,Washington,CT,Torrington,Litchfield County,12506,284488.8889,304181.8182,321916.6667,348083.3333,402841.6667,492033.3333,590750,724591.6667,730025,788766.6667,762608.3333,707958.3333,727700,724483.3333,708525,652491.6667,578200,572858.3333,610550,553650,612381.8182,623341.6667,694533.3333,695637.5
38228,Downs,KS,,Osborne County,12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56460,53341.66667,52900,52708.33333,52425,52008.33333,51054.54545,50983.33333,46958.33333,46850
47898,Summit,NY,Albany-Schenectady-Troy,Schoharie County,12508,54688.88889,53318.18182,51283.33333,47633.33333,49408.33333,55233.33333,64366.66667,76191.66667,86725,101341.6667,114483.3333,120283.3333,117225,118350,117516.6667,109258.3333,109141.6667,108400,113775,114891.6667,118009.0909,119508.3333,124108.3333,132025
396121,Poestenkill,NY,Albany-Schenectady-Troy,Rensselaer County,12509,97377.77778,94645.45455,94608.33333,99216.66667,103700,111083.3333,118650,127791.6667,146300,170191.6667,183166.6667,189550,185433.3333,181708.3333,179966.6667,171241.6667,175033.3333,180666.6667,178883.3333,177983.3333,178936.3636,187516.6667,207133.3333,203112.5
45822,Houston,PA,Pittsburgh,Washington County,12510,47388.88889,50872.72727,60008.33333,65608.33333,65433.33333,69708.33333,75150,87500,87216.66667,88708.33333,103483.3333,93550,93241.66667,98333.33333,102125,100091.6667,95283.33333,105016.6667,115533.3333,106050,112427.2727,120391.6667,127233.3333,124812.5
39047,Hortonville,WI,Appleton,Outagamie County,12511,99022.22222,93118.18182,89825,92716.66667,96841.66667,109408.3333,122975,128958.3333,128900,116433.3333,123508.3333,126166.6667,123716.6667,126050,124975,123283.3333,118625,118666.6667,124000,124275,134972.7273,143566.6667,162583.3333,166725
252985,Eagle Lake,WI,Racine,Racine County,12512,0,0,0,0,0,0,0,0,0,154141.6667,166050,169750,165208.3333,152266.6667,142875,136375,134675,137241.6667,137225,140375,155727.2727,168066.6667,183300,192662.5
26537,Plandome,NY,New York-Newark-Jersey City,Nassau County,12513,619488.8889,672681.8182,741041.6667,832575,926575,1021608.333,1143800,1329575,1516566.667,1719958.333,1804325,1782858.333,1712675,1601300,1576941.667,1541408.333,1538050,1645175,1761233.333,1863233.333,1975954.545,2118525,2268841.667,2350637.5
5115,Heidelberg,PA,Pittsburgh,Allegheny County,12514,61855.55556,64090.90909,66075,67950,71300,76216.66667,79983.33333,84075,86091.66667,88191.66667,90133.33333,94558.33333,92633.33333,89016.66667,91266.66667,86875,89950,94108.33333,99808.33333,102375,111972.7273,117491.6667,129408.3333,126800
13303,Pine Ridge,SC,Columbia,Lexington County,12515,75066.66667,77472.72727,80291.66667,82366.66667,85391.66667,84775,87633.33333,91091.66667,98375,104816.6667,116875,120433.3333,114500,110991.6667,115508.3333,111675,109575,114491.6667,111608.3333,110558.3333,116063.6364,123066.6667,132408.3333,142012.5
28134,Blandford,MA,Springfield,Hampden County,12516,114900,116718.1818,118216.6667,119416.6667,125141.6667,136400,151425,169808.3333,173175,192466.6667,216916.6667,220000,209175,205666.6667,205375,189708.3333,189016.6667,192716.6667,189666.6667,193400,203963.6364,206016.6667,219166.6667,230050
40068,North Prairie,WI,Milwaukee-Waukesha-West Allis,Waukesha County,12517,135422.2222,136863.6364,139966.6667,142358.3333,147858.3333,161666.6667,177066.6667,206000,219441.6667,233016.6667,243025,255208.3333,246391.6667,237091.6667,231725,221483.3333,219933.3333,220866.6667,228466.6667,236083.3333,251290.9091,262066.6667,266358.3333,280550
395814,Bigler,PA,DuBois,Clearfield County,12518,20133.33333,22218.18182,26766.66667,32416.66667,34491.66667,34691.66667,34975,36608.33333,39900,43558.33333,46400,46725,44808.33333,40883.33333,37625,36300,37991.66667,37833.33333,38016.66667,37100,36590.90909,37791.66667,43366.66667,48050
36260,Stonington,IL,Taylorville,Christian County,12519,42344.44444,45000,48058.33333,49533.33333,51500,54800,58941.66667,61225,63625,61516.66667,63225,62341.66667,64191.66667,65275,65350,64916.66667,63608.33333,63875,60591.66667,64208.33333,65690.90909,70300,70883.33333,70437.5
55910,Illiopolis,IL,Springfield,Sangamon County,12520,60011.11111,62127.27273,66591.66667,72641.66667,72441.66667,71375,67125,62208.33333,72350,69416.66667,73266.66667,80766.66667,78983.33333,68500,73908.33333,75075,82283.33333,82816.66667,85866.66667,79616.66667,81181.81818,81491.66667,83016.66667,76900
40988,South Thomaston,ME,,Knox County,12521,68077.77778,70890.90909,74225,80750,98958.33333,115933.3333,126758.3333,182191.6667,200883.3333,221100,216491.6667,221175,219841.6667,210491.6667,202850,203000,201466.6667,202658.3333,210791.6667,214375,226263.6364,235016.6667,242141.6667,250262.5
397649,Marshfield,VT,Barre,Washington County,12522,59900,61918.18182,64433.33333,65175,73100,84800,92841.66667,101125,115391.6667,134383.3333,150733.3333,154216.6667,156225,154283.3333,155741.6667,154650,150991.6667,153500,153900,154658.3333,159072.7273,168225,168008.3333,175325
19627,Niles,NY,Auburn,Cayuga County,12523,70166.66667,67054.54545,72133.33333,80058.33333,78858.33333,77041.66667,81750,89841.66667,96800,108708.3333,110766.6667,114425,121400,124108.3333,128483.3333,127708.3333,131016.6667,132200,134866.6667,137483.3333,141572.7273,148266.6667,153366.6667,161050
37539,Bradley,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,12524,150744.4444,152418.1818,159750,177058.3333,205066.6667,246908.3333,291816.6667,321166.6667,380808.3333,453941.6667,492208.3333,506641.6667,424108.3333,389250,292166.6667,284158.3333,282966.6667,322508.3333,317275,326266.6667,372009.0909,406583.3333,425275,440087.5
51632,Dafter,MI,Sault Ste. Marie,Chippewa County,12525,49322.22222,51627.27273,57266.66667,67350,73275,78266.66667,85350,89658.33333,94875,88341.66667,91958.33333,82441.66667,78775,82558.33333,87408.33333,86091.66667,81100,84500,84983.33333,89950,92254.54545,99108.33333,104683.3333,114437.5
20825,Toone,TN,,Hardeman County,12526,31577.77778,31936.36364,32891.66667,33583.33333,36641.66667,39525,42391.66667,43091.66667,44750,48291.66667,54600,58975,58266.66667,57391.66667,55241.66667,56841.66667,57166.66667,57808.33333,59058.33333,65975,64654.54545,63241.66667,62691.66667,64200
35522,Erskine,MN,Grand Forks,Polk County,12527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122200,119808.3333,137383.3333,147133.3333,152708.3333,166591.6667,189454.5455,201475,183525,210000
44307,Bridgewater,NH,Claremont-Lebanon,Grafton County,12528,90988.88889,87581.81818,90808.33333,102466.6667,115100,132800,159825,193500,215016.6667,243608.3333,237291.6667,244833.3333,249091.6667,240883.3333,238233.3333,223500,225016.6667,226808.3333,229608.3333,227133.3333,227209.0909,233625,261791.6667,273437.5
22248,Owls Head,ME,,Knox County,12529,80688.88889,81990.90909,94050,123266.6667,163616.6667,188616.6667,209891.6667,284266.6667,303808.3333,313791.6667,318525,319383.3333,311808.3333,304283.3333,284250,272250,270408.3333,273041.6667,276741.6667,275033.3333,287163.6364,292675,311558.3333,321012.5
396480,Penn,PA,DuBois,Clearfield County,12530,29511.11111,30927.27273,35316.66667,38675,38483.33333,38658.33333,39508.33333,44216.66667,49000,56383.33333,59558.33333,61950,58891.66667,55741.66667,56050,56083.33333,60725,60825,63016.66667,64650,69790.90909,74266.66667,78783.33333,78212.5
13748,Seabrook Island,SC,Charleston-North Charleston,Charleston County,12531,169544.4444,194945.4545,230441.6667,277433.3333,329641.6667,358083.3333,348333.3333,381775,409133.3333,465600,540250,577833.3333,595466.6667,546258.3333,453491.6667,400050,410258.3333,417000,395016.6667,407516.6667,423972.7273,458966.6667,497116.6667,512562.5
6352,Osceola Mills,PA,DuBois,Clearfield County,12532,26166.66667,25909.09091,26275,27150,27558.33333,28733.33333,30908.33333,35450,40133.33333,45175,48650,51866.66667,52516.66667,55683.33333,56341.66667,56358.33333,56275,56125,57791.66667,58475,60281.81818,65358.33333,70416.66667,68112.5
16557,Fisher,IL,Champaign-Urbana,Champaign County,12533,64933.33333,72445.45455,88500,103833.3333,109266.6667,108450,107983.3333,98766.66667,101266.6667,109441.6667,121725,126225,126058.3333,119358.3333,121841.6667,115800,116066.6667,116125,114816.6667,119800,130609.0909,130658.3333,136208.3333,132612.5
36046,Nordland,WA,,Jefferson County,12534,201866.6667,203227.2727,199983.3333,203066.6667,223375,247716.6667,269775,297166.6667,326683.3333,319158.3333,407283.3333,436866.6667,426816.6667,408241.6667,405916.6667,356741.6667,319800,324675,340350,387500,446209.0909,475641.6667,485341.6667,524337.5
15319,Hustisford,WI,Beaver Dam,Dodge County,12535,106833.3333,105672.7273,106933.3333,111875,117058.3333,118408.3333,113700,119191.6667,116700,134716.6667,150991.6667,153258.3333,147366.6667,140800,136358.3333,129800,128700,130625,134816.6667,136075,141609.0909,144516.6667,161391.6667,165200
32576,Lorida,FL,Sebring,Highlands County,12536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105983.3333,101575,93333.33333,115809.0909,132691.6667,144175,141712.5
49441,Oreana,IL,Decatur,Macon County,12537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185475,132258.3333,106141.6667,103333.3333,103591.6667,96772.72727,91491.66667,108883.3333,109100
32249,Juda,WI,Madison,Green County,12538,100911.1111,100327.2727,104000,107875,112408.3333,118833.3333,126183.3333,128150,120833.3333,113858.3333,121041.6667,123733.3333,121208.3333,117625,115675,110516.6667,110175,114083.3333,118608.3333,126408.3333,136100,142525,153266.6667,158312.5
34971,Amado,AZ,Tucson,Pima County,12539,88922.22222,89745.45455,95533.33333,96616.66667,94450,93991.66667,94116.66667,95633.33333,109266.6667,127833.3333,155166.6667,181691.6667,160108.3333,132475,128216.6667,103208.3333,109558.3333,104391.6667,106400,122158.3333,123763.6364,142316.6667,155766.6667,168575
38760,Granite,UT,Salt Lake City,Salt Lake County,12540,353122.2222,353500,337275,329483.3333,340666.6667,351900,352508.3333,351758.3333,379358.3333,418858.3333,484150,578683.3333,608425,578366.6667,571791.6667,512475,450408.3333,472583.3333,497308.3333,508566.6667,540836.3636,600125,622283.3333,640837.5
51772,Durham,PA,Philadelphia-Camden-Wilmington,Bucks County,12541,183677.7778,188581.8182,193191.6667,205316.6667,228391.6667,259533.3333,297175,342675,381900,409266.6667,411808.3333,414250,399058.3333,372133.3333,347700,330675,326183.3333,329741.6667,329008.3333,335358.3333,335718.1818,345875,382666.6667,403950
216984,West Kittanning,PA,Pittsburgh,Armstrong County,12542,55633.33333,56854.54545,58925,60233.33333,61825,64925,68866.66667,73441.66667,78783.33333,81933.33333,86791.66667,90133.33333,86133.33333,82650,81650,78916.66667,78866.66667,82216.66667,81233.33333,83700,84690.90909,87391.66667,89350,93687.5
396566,Dewey-Humboldt,AZ,Prescott,Yavapai County,12543,79766.66667,83590.90909,88091.66667,94075,111616.6667,127791.6667,136966.6667,157775,165241.6667,219541.6667,285383.3333,286083.3333,256133.3333,201416.6667,166108.3333,161275,164200,176991.6667,210450,230008.3333,249700,281233.3333,311208.3333,309537.5
47754,South Branch,MI,,Iosco County,12544,29344.44444,33636.36364,39700,41491.66667,41825,43908.33333,48375,52008.33333,55216.66667,56741.66667,57000,58150,52791.66667,48016.66667,44300,38850,39475,40441.66667,40941.66667,42816.66667,46427.27273,49858.33333,58733.33333,60062.5
53240,McLean,IL,Bloomington,McLean County,12545,72366.66667,73554.54545,75416.66667,79050,80766.66667,82050,86558.33333,87983.33333,89191.66667,100825,102258.3333,109791.6667,109358.3333,102741.6667,104716.6667,107733.3333,109233.3333,105408.3333,111458.3333,108583.3333,98300,112958.3333,113175,111637.5
17447,Church Creek,MD,Cambridge,Dorchester County,12546,67011.11111,67790.90909,72433.33333,77058.33333,73458.33333,71066.66667,77550,91808.33333,114575,144441.6667,163450,164066.6667,156166.6667,135641.6667,131375,116366.6667,111191.6667,112858.3333,120041.6667,123691.6667,119145.4545,117275,128841.6667,125912.5
