i,RegionName,State,Metro,CountyName,SizeRank,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
12947,New London,CT,Norwich-New London,New London County,2078,82222.22222,84036.36364,88291.66667,95041.66667,104450,117275,134416.6667,152841.6667,174558.3333,199966.6667,217425,213791.6667,187833.3333,168050,161208.3333,153883.3333,139008.3333,140716.6667,138675,143725,141009.0909,148008.3333,157975,161250
399108,Adrian,MI,Adrian,Lenawee County,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76916.66667,80675,68983.33333,73575,80445.45455,87016.66667,99908.33333,106287.5
38915,Hastings,NE,Hastings,Adams County,2080,42977.77778,46036.36364,48766.66667,62333.33333,77550,81291.66667,82925,85333.33333,73600,76850,94758.33333,92658.33333,91275,90050,98900,97591.66667,98083.33333,100091.6667,103716.6667,110808.3333,113618.1818,116166.6667,126316.6667,128987.5
40018,Niceville,FL,Crestview-Fort Walton Beach-Destin,Okaloosa County,2081,120022.2222,137681.8182,148941.6667,154525,131541.6667,137866.6667,138683.3333,156450,202416.6667,290516.6667,294900,265075,236200,216866.6667,213433.3333,209050,213641.6667,227358.3333,238350,248033.3333,254463.6364,266483.3333,281091.6667,295675
54410,Shoreview,MN,Minneapolis-St. Paul-Bloomington,Ramsey County,2082,125411.1111,132290.9091,138508.3333,152808.3333,168891.6667,187641.6667,208800,225341.6667,244950,262825,264908.3333,257283.3333,237658.3333,223200,220475,206900,200791.6667,219683.3333,237991.6667,242591.6667,252818.1818,271375,290375,300287.5
31639,Franklin,NC,,Macon County,2083,62822.22222,64845.45455,74600,81191.66667,84600,90591.66667,96425,101433.3333,108241.6667,132200,152775,158075,150008.3333,142091.6667,136908.3333,130608.3333,128291.6667,129633.3333,132133.3333,131491.6667,136745.4545,141716.6667,145683.3333,159325
28986,Neosho,MO,Joplin,Newton County,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95933.33333,95908.33333,94533.33333,98033.33333,108041.6667,105481.8182,104616.6667,119350,117025
24444,Dumfries,VA,Washington-Arlington-Alexandria,Prince William County,2085,155066.6667,157672.7273,160033.3333,167725,182225,205083.3333,237358.3333,275883.3333,330800,413675,425700,384316.6667,326891.6667,282075,284516.6667,289400,295991.6667,310983.3333,324891.6667,326916.6667,337663.6364,349100,363358.3333,371687.5
53176,Marshfield,WI,Wisconsin Rapids-Marshfield,Wood County,2086,101788.8889,94909.09091,94525,102641.6667,110050,119758.3333,126933.3333,133608.3333,128458.3333,111791.6667,122883.3333,123583.3333,121858.3333,119458.3333,118166.6667,118541.6667,120350,122941.6667,122975,125258.3333,127645.4545,137300,146091.6667,155337.5
5937,Middletown,NY,New York-Newark-Jersey City,Orange County,2087,90333.33333,86772.72727,81825,85325,88983.33333,98333.33333,116908.3333,139316.6667,167808.3333,197775,219675,220600,203250,179300,169525,154800,132600,124566.6667,122741.6667,125091.6667,129945.4545,142741.6667,154383.3333,170925
5365,Juneau,AK,Juneau,Juneau Borough,2088,158866.6667,150718.1818,162783.3333,177333.3333,190558.3333,209450,219450,225975,248250,275591.6667,301650,307316.6667,306316.6667,309400,310016.6667,318108.3333,329483.3333,337708.3333,343991.6667,354833.3333,367545.4545,372991.6667,387266.6667,387912.5
32268,Kaysville,UT,Ogden-Clearfield,Davis County,2089,179955.5556,192745.4545,193725,190625,194475,202050,198208.3333,202100,202300,206650,224291.6667,267191.6667,277850,268691.6667,258058.3333,249566.6667,252333.3333,262000,278541.6667,285191.6667,308854.5455,333791.6667,372616.6667,410475
398520,Warwick,NY,New York-Newark-Jersey City,Orange County,2090,140433.3333,146963.6364,152941.6667,158783.3333,174166.6667,193400,233225,274200,313550,352491.6667,365750,360475,337341.6667,302433.3333,295983.3333,281675,264891.6667,265166.6667,263625,263266.6667,267281.8182,278883.3333,314991.6667,328312.5
737791,Mansfield,CT,Hartford-West Hartford-East Hartford,Tolland County,2091,129533.3333,133063.6364,136966.6667,146175,157500,172516.6667,190441.6667,205825,230000,254883.3333,263516.6667,259050,253550,241000,238491.6667,221675,212825,218108.3333,218950,214991.6667,213236.3636,215391.6667,229225,234125
43407,Maumee,OH,Toledo,Lucas County,2092,83955.55556,88145.45455,112500,132541.6667,130641.6667,145516.6667,153125,155191.6667,156058.3333,158558.3333,161983.3333,159541.6667,148491.6667,141225,138891.6667,134533.3333,135583.3333,136983.3333,140733.3333,148225,155872.7273,162750,169883.3333,176000
51849,Edgewater,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,2093,67300,68190.90909,67333.33333,69158.33333,73675,81216.66667,90350,108858.3333,132225,172025,194025,174108.3333,141150,113275,99125,84633.33333,82141.66667,96325,109425,121566.6667,133054.5455,149608.3333,167600,176087.5
4136,Clinton,NC,,Sampson County,2094,50422.22222,52700,56558.33333,57191.66667,63450,71108.33333,74883.33333,75700,82050,91483.33333,97866.66667,98908.33333,96675,98150,103108.3333,98883.33333,99541.66667,99291.66667,103100,103833.3333,101881.8182,105191.6667,115075,126400
34023,Smyrna,DE,Dover,Kent County,2095,0,0,0,0,0,0,0,0,0,200791.6667,185541.6667,224591.6667,253883.3333,237000,226516.6667,212883.3333,196391.6667,197275,202325,217583.3333,225418.1818,229233.3333,244683.3333,247612.5
21319,Wilmette,IL,Chicago-Naperville-Elgin,Cook County,2096,359177.7778,331027.2727,369583.3333,411216.6667,457975,517908.3333,555350,583808.3333,625975,697633.3333,731758.3333,733583.3333,694216.6667,596825,549966.6667,503083.3333,490791.6667,546766.6667,610791.6667,620750,630781.8182,634266.6667,615691.6667,626100
16584,Powhatan,VA,Richmond,Powhatan County,2097,122800,125409.0909,132733.3333,140100,145475,151900,159966.6667,178625,212683.3333,229958.3333,267975,273275,261333.3333,243683.3333,227458.3333,214133.3333,207766.6667,215666.6667,218550,228608.3333,237963.6364,250033.3333,258291.6667,270112.5
45549,Green Cove Springs,FL,Jacksonville,Clay County,2098,86666.66667,90590.90909,91050,97425,94716.66667,104741.6667,116566.6667,128383.3333,145216.6667,169666.6667,201566.6667,201325,177700,165566.6667,152241.6667,133925,131416.6667,127250,144066.6667,153966.6667,162454.5455,180150,198233.3333,208425
20764,Temple Hills,MD,Washington-Arlington-Alexandria,Prince Georges County,2099,112811.1111,112745.4545,113458.3333,112116.6667,115741.6667,118775,129683.3333,142691.6667,167216.6667,217341.6667,247983.3333,264916.6667,230841.6667,190550,153200,141050,138533.3333,144741.6667,161866.6667,176858.3333,181272.7273,200250,228016.6667,240925
10249,Barberton,OH,Akron,Summit County,2100,60722.22222,64172.72727,67841.66667,71025,74591.66667,78258.33333,81433.33333,86341.66667,88358.33333,88358.33333,87758.33333,86500,80216.66667,74483.33333,68941.66667,61150,57633.33333,60583.33333,59500,59500,61245.45455,67291.66667,76650,80262.5
52791,Kirkwood,MO,St. Louis,Saint Louis County,2101,133011.1111,146081.8182,152375,153616.6667,159483.3333,170583.3333,182116.6667,201150,216600,223625,234175,236591.6667,227591.6667,224608.3333,217858.3333,211566.6667,211525,225583.3333,233866.6667,242216.6667,263727.2727,290550,306308.3333,306025
398342,Doylestown,PA,Philadelphia-Camden-Wilmington,Bucks County,2102,186877.7778,189263.6364,198616.6667,215558.3333,235233.3333,254425,286050,326983.3333,365100,403800,427666.6667,426183.3333,403591.6667,379966.6667,372083.3333,356000,349675,366241.6667,381808.3333,389166.6667,387900,400525,422275,428987.5
12083,Jackson,MO,Cape Girardeau,Cape Girardeau County,2103,0,0,0,0,0,0,0,128200,121100,127975,130391.6667,130475,128958.3333,126466.6667,125441.6667,123833.3333,126050,129358.3333,132641.6667,143533.3333,150700,156441.6667,165741.6667,179550
6050,Morrisville,NC,Raleigh,Wake County,2104,160222.2222,164400,161541.6667,177266.6667,188091.6667,195500,194825,195916.6667,204000,221458.3333,240866.6667,261033.3333,256033.3333,248150,237383.3333,224591.6667,226166.6667,234833.3333,248816.6667,264600,283290.9091,299466.6667,316466.6667,327562.5
4366,Dickinson,ND,Dickinson,Stark County,2105,0,0,0,0,0,0,0,0,0,0,136325,142583.3333,147841.6667,151658.3333,156608.3333,164658.3333,181458.3333,207691.6667,227183.3333,251358.3333,267409.0909,252816.6667,240383.3333,255725
53849,Pell City,AL,Birmingham-Hoover,Saint Clair County,2106,85933.33333,84218.18182,93433.33333,100975,105975,109366.6667,115183.3333,128841.6667,132150,134050,142975,142666.6667,132916.6667,133775,133233.3333,128175,129000,131850,134975,138800,140009.0909,143208.3333,151041.6667,162387.5
51550,Cornelius,NC,Charlotte-Concord-Gastonia,Mecklenburg County,2107,159155.5556,160209.0909,160041.6667,171383.3333,179191.6667,181683.3333,187783.3333,188500,189008.3333,200283.3333,223025,246016.6667,244558.3333,219825,207858.3333,201925,203183.3333,214758.3333,228908.3333,243433.3333,260054.5455,277608.3333,290175,300962.5
123944,Citrus Park,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,2108,81744.44444,83790.90909,88383.33333,92616.66667,100300,110541.6667,122866.6667,137775,154791.6667,191383.3333,234583.3333,231716.6667,192533.3333,156533.3333,141533.3333,127866.6667,130483.3333,136241.6667,156733.3333,173458.3333,191863.6364,213200,233758.3333,246362.5
13437,Randolph,NJ,New York-Newark-Jersey City,Morris County,2109,255111.1111,260663.6364,277325,296808.3333,327208.3333,356875,393191.6667,434958.3333,487625,548425,581100,546258.3333,516866.6667,486525,474916.6667,435833.3333,427225,438816.6667,453275,472083.3333,475663.6364,510766.6667,517150,515912.5
24216,Corcoran,CA,Hanford-Corcoran,Kings County,2110,70933.33333,68590.90909,70850,71600,70458.33333,71908.33333,73966.66667,80125,93800,127866.6667,157616.6667,164658.3333,131966.6667,109416.6667,100825,89891.66667,87208.33333,94108.33333,102283.3333,113591.6667,124572.7273,134458.3333,141658.3333,147687.5
56875,West Windsor,NJ,Trenton,Mercer County,2111,261344.4444,261454.5455,272383.3333,294983.3333,335116.6667,377825,407008.3333,445908.3333,484333.3333,562775,613333.3333,593850,568258.3333,554608.3333,553733.3333,560233.3333,554900,558308.3333,582891.6667,606033.3333,602009.0909,617008.3333,625883.3333,630037.5
27183,South Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2112,241611.1111,254963.6364,279600,304433.3333,329408.3333,363950,423541.6667,519091.6667,643341.6667,735600,787125,745325,698508.3333,682550,710916.6667,689991.6667,701041.6667,821341.6667,859341.6667,926033.3333,1007618.182,1038341.667,1123800,1221075
16535,Oak Forest,IL,Chicago-Naperville-Elgin,Cook County,2113,138811.1111,124154.5455,132316.6667,138783.3333,146450,153408.3333,162125,175150,191416.6667,211033.3333,229458.3333,228583.3333,209691.6667,188791.6667,176216.6667,161650,151591.6667,156058.3333,164133.3333,165816.6667,165818.1818,171758.3333,185050,188900
25547,Lemon Grove,CA,San Diego-Carlsbad,San Diego County,2114,129177.7778,130381.8182,140116.6667,153341.6667,176625,203075,243808.3333,302950,391458.3333,442791.6667,444225,418441.6667,336058.3333,266333.3333,269850,262800,261158.3333,308483.3333,343666.6667,368016.6667,403345.4545,435841.6667,456491.6667,466437.5
7852,West Milford,NJ,New York-Newark-Jersey City,Passaic County,2115,145900,147227.2727,151375,157150,168466.6667,187233.3333,216891.6667,254741.6667,282908.3333,318383.3333,344675,337741.6667,318016.6667,292525,274416.6667,251166.6667,229325,219650,231441.6667,238000,239227.2727,246075,261933.3333,278750
19966,Pittsburg,KS,Pittsburg,Crawford County,2116,45111.11111,51718.18182,61233.33333,61025,65200,69875,78425,81808.33333,84058.33333,70558.33333,66316.66667,67891.66667,68166.66667,68483.33333,68150,66783.33333,66558.33333,66783.33333,67858.33333,69533.33333,71236.36364,74491.66667,76941.66667,78137.5
40955,Soledad,CA,Salinas,Monterey County,2117,147011.1111,149945.4545,155308.3333,163941.6667,185683.3333,216458.3333,248333.3333,288958.3333,373625,492216.6667,530608.3333,460891.6667,302941.6667,181525,165466.6667,159058.3333,167050,186783.3333,240741.6667,284641.6667,314790.9091,341958.3333,364341.6667,387687.5
25145,Hobart,IN,Chicago-Naperville-Elgin,Lake County,2118,87966.66667,89854.54545,85358.33333,91316.66667,102891.6667,115525,108933.3333,97300,106908.3333,121833.3333,127800,133291.6667,131675,126783.3333,129925,122483.3333,120058.3333,119741.6667,119791.6667,125708.3333,129763.6364,136016.6667,141741.6667,150075
41004,Sparta,TN,,White County,2119,45322.22222,51400,54466.66667,55858.33333,58158.33333,58708.33333,60200,60850,63608.33333,70016.66667,78100,84325,79966.66667,79125,77791.66667,76325,76550,78166.66667,80575,84616.66667,89809.09091,96091.66667,107708.3333,115362.5
160335,Lochearn,MD,Baltimore-Columbia-Towson,Baltimore County,2120,92377.77778,94063.63636,96733.33333,97958.33333,101533.3333,105641.6667,114933.3333,127908.3333,145891.6667,181166.6667,212675,231058.3333,220016.6667,193275,178700,162066.6667,150450,151475,157408.3333,159658.3333,163672.7273,180725,205150,208312.5
11698,Green,OH,Akron,Summit County,2121,107211.1111,120590.9091,125525,130283.3333,142908.3333,139175,141000,144250,150641.6667,156375,159008.3333,156583.3333,154483.3333,149575,145208.3333,137533.3333,140333.3333,143525,152016.6667,157058.3333,162845.4545,168875,183541.6667,192500
19465,Morehead,KY,,Rowan County,2122,38522.22222,44354.54545,56416.66667,63658.33333,63383.33333,63775,66216.66667,70883.33333,77083.33333,86658.33333,89216.66667,94675,93791.66667,98258.33333,96550,104333.3333,99166.66667,95433.33333,96391.66667,101675,104263.6364,109875,116325,118900
10684,Campbellsville,KY,Campbellsville,Taylor County,2123,47200,49600,56691.66667,63158.33333,66641.66667,69008.33333,73475,78583.33333,79000,85025,85008.33333,88683.33333,86316.66667,86216.66667,86433.33333,84208.33333,84808.33333,86133.33333,87200,87608.33333,94345.45455,101441.6667,104983.3333,109650
272478,Lower Macungie,PA,Allentown-Bethlehem-Easton,Lehigh County,2124,146633.3333,151818.1818,149058.3333,156408.3333,170416.6667,181083.3333,191708.3333,207733.3333,228525,256808.3333,286341.6667,290433.3333,277408.3333,254900,249900,241966.6667,235908.3333,239766.6667,245950,250458.3333,256481.8182,262650,271616.6667,285475
10223,Austintown,OH,Youngstown-Warren-Boardman,Mahoning County,2125,70544.44444,74481.81818,75008.33333,77900,79683.33333,81541.66667,83533.33333,85100,89825,90983.33333,90408.33333,87683.33333,85825,79308.33333,77808.33333,77041.66667,72950,74775,78183.33333,78258.33333,80563.63636,84800,90291.66667,92237.5
44131,Benicia,CA,Vallejo-Fairfield,Solano County,2126,191922.2222,193900,213025,243475,293650,347208.3333,382108.3333,427950,500008.3333,600941.6667,604850,541966.6667,442316.6667,397225,398808.3333,352958.3333,333525,423133.3333,481725,517025,560336.3636,602783.3333,642466.6667,642925
7009,Selden,NY,New York-Newark-Jersey City,Suffolk County,2127,117788.8889,119990.9091,126591.6667,136675,155283.3333,179616.6667,219983.3333,272058.3333,305025,347125,358066.6667,347750,317250,282300,268066.6667,247900,231091.6667,244283.3333,253583.3333,253866.6667,263481.8182,282558.3333,300191.6667,328262.5
43240,Round Lake Beach,IL,Chicago-Naperville-Elgin,Lake County,2128,101822.2222,93345.45455,101416.6667,107975,116583.3333,122641.6667,128866.6667,135716.6667,146625,158975,167125,167375,149100,115375,101408.3333,85550,68475,70966.66667,77683.33333,92975,107790.9091,120433.3333,129225,136587.5
39391,Lebanon,PA,Lebanon,Lebanon County,2129,71588.88889,71745.45455,71166.66667,68566.66667,61983.33333,69675,66241.66667,68225,73583.33333,75633.33333,79941.66667,83966.66667,84991.66667,86941.66667,84716.66667,78441.66667,73550,71291.66667,71475,70333.33333,76145.45455,75891.66667,82425,83000
40242,Paradise,CA,Chico,Butte County,2130,100522.2222,96818.18182,102241.6667,112216.6667,120950,135408.3333,150841.6667,184150,220925,267108.3333,271908.3333,260008.3333,226075,195916.6667,179825,154466.6667,148358.3333,168141.6667,183416.6667,197691.6667,218945.4545,238008.3333,254425,271300
397242,Merrimack,NH,Manchester-Nashua,Hillsborough County,2131,111111.1111,117563.6364,126700,138008.3333,156408.3333,183616.6667,209708.3333,235450,256516.6667,274650,275991.6667,269158.3333,252525,236858.3333,230700,215233.3333,207758.3333,222708.3333,233191.6667,246175,257672.7273,273516.6667,295008.3333,309362.5
33112,Newton,NC,Hickory-Lenoir-Morganton,Catawba County,2132,67511.11111,72154.54545,69091.66667,72466.66667,78858.33333,84725,89775,89850,88941.66667,92933.33333,96925,104183.3333,105008.3333,106200,100050,92758.33333,90083.33333,87775,93250,95475,99618.18182,110575,119300,127962.5
52806,Knightdale,NC,Raleigh,Wake County,2133,112422.2222,115409.0909,119483.3333,125825,129108.3333,131858.3333,131983.3333,136108.3333,139075,141450,148150,154133.3333,152650,150100,147508.3333,140141.6667,141450,145850,149383.3333,154191.6667,165409.0909,177400,188391.6667,201212.5
47083,Philadelphia,MS,,Neshoba County,2134,60477.77778,62109.09091,65258.33333,67333.33333,68000,69666.66667,71683.33333,73316.66667,76600,91941.66667,100491.6667,106158.3333,98466.66667,94858.33333,98766.66667,94900,98458.33333,95425,91266.66667,97066.66667,103927.2727,109583.3333,110083.3333,115050
55827,Horn Lake,MS,Memphis,DeSoto County,2135,55866.66667,58554.54545,65491.66667,68208.33333,70116.66667,68908.33333,69125,69133.33333,70875,83475,95883.33333,105075,102066.6667,95200,92358.33333,91233.33333,88000,80783.33333,82058.33333,82250,87872.72727,95250,98983.33333,104662.5
34212,Sylacauga,AL,Talladega-Sylacauga,Talladega County,2136,68500,62036.36364,66450,62791.66667,65258.33333,71558.33333,75650,78658.33333,85100,95350,99933.33333,99325,88075,92225,87458.33333,83308.33333,82291.66667,78933.33333,79908.33333,79950,80972.72727,82408.33333,91958.33333,95125
